id,"measure","response",year,"organisation","group",score
51038,"D01","P",2015,"UKVI","A",84
51039,"D02","P",2015,"UKVI","A",60
51040,"D03","P",2015,"UKVI","A",57
51041,"E01","P",2015,"UKVI","A",17
51042,"E03","P",2015,"UKVI","A",14
51043,"W01","P",2015,"UKVI","A",61
51044,"W02","P",2015,"UKVI","A",66
51045,"W03","P",2015,"UKVI","A",58
51046,"W04","P",2015,"UKVI","A",47
51047,"EEI","P",2015,"HMPO","A",59
51048,"MW","P",2015,"HMPO","A",68
51049,"OP","P",2015,"HMPO","A",85
51050,"LM","P",2015,"HMPO","A",66
51051,"MT","P",2015,"HMPO","A",81
51052,"LD","P",2015,"HMPO","A",51
51053,"IF","P",2015,"HMPO","A",74
51054,"RW","P",2015,"HMPO","A",78
51055,"PB","P",2015,"HMPO","A",32
51056,"LC","P",2015,"HMPO","A",43
51057,"B01","P",2015,"HMPO","A",87
51058,"B02","P",2015,"HMPO","A",72
51059,"B03","P",2015,"HMPO","A",74
51060,"B04","P",2015,"HMPO","A",47
51061,"B05","P",2015,"HMPO","A",59
51062,"B06","P",2015,"HMPO","A",87
51063,"B07","P",2015,"HMPO","A",83
51064,"B08","P",2015,"HMPO","A",86
51065,"B09","P",2015,"HMPO","A",68
51066,"B10","P",2015,"HMPO","A",76
51067,"B11","P",2015,"HMPO","A",75
51068,"B12","P",2015,"HMPO","A",68
51069,"B13","P",2015,"HMPO","A",70
51070,"B14","P",2015,"HMPO","A",75
51071,"B15","P",2015,"HMPO","A",64
51072,"B16","P",2015,"HMPO","A",62
51073,"B17","P",2015,"HMPO","A",57
51074,"B18","P",2015,"HMPO","A",42
51075,"B19","P",2015,"HMPO","A",86
51076,"B20","P",2015,"HMPO","A",83
51077,"B21","P",2015,"HMPO","A",73
51078,"B22","P",2015,"HMPO","A",65
51079,"B23","P",2015,"HMPO","A",51
51080,"B24","P",2015,"HMPO","A",49
51081,"B25","P",2015,"HMPO","A",40
51082,"B26","P",2015,"HMPO","A",76
51083,"B27","P",2015,"HMPO","A",83
51084,"B28","P",2015,"HMPO","A",60
51085,"B29","P",2015,"HMPO","A",76
51086,"B30","P",2015,"HMPO","A",88
51087,"B31","P",2015,"HMPO","A",71
51088,"B32","P",2015,"HMPO","A",79
51089,"B33","P",2015,"HMPO","A",88
51090,"B34","P",2015,"HMPO","A",72
51091,"B35","P",2015,"HMPO","A",72
51092,"B36","P",2015,"HMPO","A",73
51093,"B37","P",2015,"HMPO","A",33
51094,"B38","P",2015,"HMPO","A",33
51095,"B39","P",2015,"HMPO","A",31
51096,"B40","P",2015,"HMPO","A",45
51097,"B41","P",2015,"HMPO","A",52
51098,"B42","P",2015,"HMPO","A",45
51099,"B43","P",2015,"HMPO","A",50
51100,"B44","P",2015,"HMPO","A",38
51101,"B45","P",2015,"HMPO","A",37
51102,"B46","P",2015,"HMPO","A",34
51103,"B47","P",2015,"HMPO","A",53
51104,"B48","P",2015,"HMPO","A",32
51105,"B49","P",2015,"HMPO","A",41
51106,"B50","P",2015,"HMPO","A",57
51107,"B51","P",2015,"HMPO","A",51
51108,"B52","P",2015,"HMPO","A",47
51109,"B53","P",2015,"HMPO","A",47
51110,"B54","P",2015,"HMPO","A",44
51111,"B55","P",2015,"HMPO","A",43
51112,"B56","P",2015,"HMPO","A",53
51113,"B57","P",2015,"HMPO","A",38
51114,"B58","P",2015,"HMPO","A",87
51115,"B59","P",2015,"HMPO","A",61
51116,"B60","P",2015,"HMPO","A",58
51117,"B61","P",2015,"HMPO","A",63
51118,"B62","P",2015,"HMPO","A",82
51119,"B63","P",2015,"HMPO","A",68
51120,"B64","P",2015,"HMPO","A",39
51121,"B65","P",2015,"HMPO","A",71
51122,"B66","P",2015,"HMPO","A",49
51123,"B67","P",2015,"HMPO","A",67
51124,"B68","P",2015,"HMPO","A",41
51125,"B69","P",2015,"HMPO","A",37
51126,"B70","P",2015,"HMPO","A",58
51127,"D01","P",2015,"HMPO","A",86
51128,"D02","P",2015,"HMPO","A",66
51129,"D03","P",2015,"HMPO","A",65
51130,"E01","P",2015,"HMPO","A",15
51131,"E03","P",2015,"HMPO","A",14
51132,"W01","P",2015,"HMPO","A",65
51133,"W02","P",2015,"HMPO","A",72
51134,"W03","P",2015,"HMPO","A",64
51135,"W04","P",2015,"HMPO","A",52
51136,"EEI","P",2015,"DFID","A",70
51137,"MW","P",2015,"DFID","A",80
51138,"OP","P",2015,"DFID","A",90
51139,"LM","P",2015,"DFID","A",71
51140,"MT","P",2015,"DFID","A",80
51141,"LD","P",2015,"DFID","A",52
51142,"IF","P",2015,"DFID","A",78
51143,"RW","P",2015,"DFID","A",74
51144,"PB","P",2015,"DFID","A",36
51145,"LC","P",2015,"DFID","A",50
51146,"B01","P",2015,"DFID","A",94
51147,"B02","P",2015,"DFID","A",85
51148,"B03","P",2015,"DFID","A",80
51149,"B04","P",2015,"DFID","A",62
51150,"B05","P",2015,"DFID","A",78
51151,"B06","P",2015,"DFID","A",92
51152,"B07","P",2015,"DFID","A",89
51153,"B08","P",2015,"DFID","A",90
51154,"B09","P",2015,"DFID","A",73
51155,"B10","P",2015,"DFID","A",83
51156,"B11","P",2015,"DFID","A",83
51157,"B12","P",2015,"DFID","A",67
51158,"B13","P",2015,"DFID","A",73
51159,"B14","P",2015,"DFID","A",81
51160,"B15","P",2015,"DFID","A",69
51161,"B16","P",2015,"DFID","A",68
51162,"B17","P",2015,"DFID","A",66
51163,"B18","P",2015,"DFID","A",42
51164,"B19","P",2015,"DFID","A",83
51165,"B20","P",2015,"DFID","A",80
51166,"B21","P",2015,"DFID","A",77
51167,"B22","P",2015,"DFID","A",49
51168,"B23","P",2015,"DFID","A",54
51169,"B24","P",2015,"DFID","A",51
51170,"B25","P",2015,"DFID","A",55
51171,"B26","P",2015,"DFID","A",81
51172,"B27","P",2015,"DFID","A",86
51173,"B28","P",2015,"DFID","A",71
51174,"B29","P",2015,"DFID","A",74
51175,"B30","P",2015,"DFID","A",83
51176,"B31","P",2015,"DFID","A",73
51177,"B32","P",2015,"DFID","A",82
51178,"B33","P",2015,"DFID","A",90
51179,"B34","P",2015,"DFID","A",72
51180,"B35","P",2015,"DFID","A",54
51181,"B36","P",2015,"DFID","A",62
51182,"B37","P",2015,"DFID","A",37
51183,"B38","P",2015,"DFID","A",39
51184,"B39","P",2015,"DFID","A",33
51185,"B40","P",2015,"DFID","A",59
51186,"B41","P",2015,"DFID","A",66
51187,"B42","P",2015,"DFID","A",55
51188,"B43","P",2015,"DFID","A",54
51189,"B44","P",2015,"DFID","A",51
51190,"B45","P",2015,"DFID","A",37
51191,"B46","P",2015,"DFID","A",30
51192,"B47","P",2015,"DFID","A",64
51193,"B48","P",2015,"DFID","A",45
51194,"B49","P",2015,"DFID","A",43
51195,"B50","P",2015,"DFID","A",83
51196,"B51","P",2015,"DFID","A",67
51197,"B52","P",2015,"DFID","A",67
51198,"B53","P",2015,"DFID","A",63
51199,"B54","P",2015,"DFID","A",61
51200,"B55","P",2015,"DFID","A",55
51201,"B56","P",2015,"DFID","A",66
51202,"B57","P",2015,"DFID","A",48
51203,"B58","P",2015,"DFID","A",87
51204,"B59","P",2015,"DFID","A",67
51205,"B60","P",2015,"DFID","A",70
51206,"B61","P",2015,"DFID","A",85
51207,"B62","P",2015,"DFID","A",79
51208,"B63","P",2015,"DFID","A",71
51209,"B64","P",2015,"DFID","A",50
51210,"B65","P",2015,"DFID","A",76
51211,"B66","P",2015,"DFID","A",66
51212,"B67","P",2015,"DFID","A",76
51213,"B68","P",2015,"DFID","A",54
51214,"B69","P",2015,"DFID","A",49
51215,"B70","P",2015,"DFID","A",65
51216,"D01","P",2015,"DFID","A",94
51217,"D02","P",2015,"DFID","A",71
51218,"D03","P",2015,"DFID","A",74
51219,"E01","P",2015,"DFID","A",11
51220,"E03","P",2015,"DFID","A",9
51221,"W01","P",2015,"DFID","A",67
51222,"W02","P",2015,"DFID","A",76
51223,"W03","P",2015,"DFID","A",66
51224,"W04","P",2015,"DFID","A",46
51225,"EEI","P",2015,"MOJ","A",53
51226,"MW","P",2015,"MOJ","A",70
51227,"OP","P",2015,"MOJ","A",78
51228,"LM","P",2015,"MOJ","A",62
51229,"MT","P",2015,"MOJ","A",77
51230,"LD","P",2015,"MOJ","A",44
51231,"IF","P",2015,"MOJ","A",70
51232,"RW","P",2015,"MOJ","A",69
51233,"PB","P",2015,"MOJ","A",25
51234,"LC","P",2015,"MOJ","A",35
51235,"B01","P",2015,"MOJ","A",88
51236,"B02","P",2015,"MOJ","A",79
51237,"B03","P",2015,"MOJ","A",72
51238,"B04","P",2015,"MOJ","A",49
51239,"B05","P",2015,"MOJ","A",61
51240,"B06","P",2015,"MOJ","A",80
51241,"B07","P",2015,"MOJ","A",76
51242,"B08","P",2015,"MOJ","A",78
51243,"B09","P",2015,"MOJ","A",63
51244,"B10","P",2015,"MOJ","A",72
51245,"B11","P",2015,"MOJ","A",74
51246,"B12","P",2015,"MOJ","A",60
51247,"B13","P",2015,"MOJ","A",66
51248,"B14","P",2015,"MOJ","A",72
51249,"B15","P",2015,"MOJ","A",60
51250,"B16","P",2015,"MOJ","A",57
51251,"B17","P",2015,"MOJ","A",58
51252,"B18","P",2015,"MOJ","A",38
51253,"B19","P",2015,"MOJ","A",82
51254,"B20","P",2015,"MOJ","A",78
51255,"B21","P",2015,"MOJ","A",70
51256,"B22","P",2015,"MOJ","A",55
51257,"B23","P",2015,"MOJ","A",45
51258,"B24","P",2015,"MOJ","A",38
51259,"B25","P",2015,"MOJ","A",37
51260,"B26","P",2015,"MOJ","A",73
51261,"B27","P",2015,"MOJ","A",82
51262,"B28","P",2015,"MOJ","A",57
51263,"B29","P",2015,"MOJ","A",69
51264,"B30","P",2015,"MOJ","A",83
51265,"B31","P",2015,"MOJ","A",64
51266,"B32","P",2015,"MOJ","A",74
51267,"B33","P",2015,"MOJ","A",86
51268,"B34","P",2015,"MOJ","A",62
51269,"B35","P",2015,"MOJ","A",54
51270,"B36","P",2015,"MOJ","A",61
51271,"B37","P",2015,"MOJ","A",24
51272,"B38","P",2015,"MOJ","A",28
51273,"B39","P",2015,"MOJ","A",22
51274,"B40","P",2015,"MOJ","A",35
51275,"B41","P",2015,"MOJ","A",46
51276,"B42","P",2015,"MOJ","A",43
51277,"B43","P",2015,"MOJ","A",36
51278,"B44","P",2015,"MOJ","A",33
51279,"B45","P",2015,"MOJ","A",26
51280,"B46","P",2015,"MOJ","A",21
51281,"B47","P",2015,"MOJ","A",46
51282,"B48","P",2015,"MOJ","A",28
51283,"B49","P",2015,"MOJ","A",33
51284,"B50","P",2015,"MOJ","A",52
51285,"B51","P",2015,"MOJ","A",34
51286,"B52","P",2015,"MOJ","A",44
51287,"B53","P",2015,"MOJ","A",38
51288,"B54","P",2015,"MOJ","A",36
51289,"B55","P",2015,"MOJ","A",33
51290,"B56","P",2015,"MOJ","A",47
51291,"B57","P",2015,"MOJ","A",31
51292,"B58","P",2015,"MOJ","A",87
51293,"B59","P",2015,"MOJ","A",63
51294,"B60","P",2015,"MOJ","A",56
51295,"B61","P",2015,"MOJ","A",55
51296,"B62","P",2015,"MOJ","A",79
51297,"B63","P",2015,"MOJ","A",63
51298,"B64","P",2015,"MOJ","A",35
51299,"B65","P",2015,"MOJ","A",64
51300,"B66","P",2015,"MOJ","A",41
51301,"B67","P",2015,"MOJ","A",63
51302,"B68","P",2015,"MOJ","A",35
51303,"B69","P",2015,"MOJ","A",34
51304,"B70","P",2015,"MOJ","A",53
51305,"D01","P",2015,"MOJ","A",84
51306,"D02","P",2015,"MOJ","A",67
51307,"D03","P",2015,"MOJ","A",59
51308,"E01","P",2015,"MOJ","A",14
51309,"E03","P",2015,"MOJ","A",12
51310,"W01","P",2015,"MOJ","A",63
51311,"W02","P",2015,"MOJ","A",70
51312,"W03","P",2015,"MOJ","A",61
51313,"W04","P",2015,"MOJ","A",50
51314,"EEI","P",2015,"MOJ","A",59
51315,"MW","P",2015,"MOJ","A",79
51316,"OP","P",2015,"MOJ","A",83
51317,"LM","P",2015,"MOJ","A",70
51318,"MT","P",2015,"MOJ","A",83
51319,"LD","P",2015,"MOJ","A",53
51320,"IF","P",2015,"MOJ","A",79
51321,"RW","P",2015,"MOJ","A",74
51322,"PB","P",2015,"MOJ","A",31
51323,"LC","P",2015,"MOJ","A",44
51324,"B01","P",2015,"MOJ","A",91
51325,"B02","P",2015,"MOJ","A",82
51326,"B03","P",2015,"MOJ","A",78
51327,"B04","P",2015,"MOJ","A",62
51328,"B05","P",2015,"MOJ","A",80
51329,"B06","P",2015,"MOJ","A",87
51330,"B07","P",2015,"MOJ","A",80
51331,"B08","P",2015,"MOJ","A",83
51332,"B09","P",2015,"MOJ","A",71
51333,"B10","P",2015,"MOJ","A",85
51334,"B11","P",2015,"MOJ","A",83
51335,"B12","P",2015,"MOJ","A",65
51336,"B13","P",2015,"MOJ","A",75
51337,"B14","P",2015,"MOJ","A",80
51338,"B15","P",2015,"MOJ","A",67
51339,"B16","P",2015,"MOJ","A",65
51340,"B17","P",2015,"MOJ","A",64
51341,"B18","P",2015,"MOJ","A",43
51342,"B19","P",2015,"MOJ","A",87
51343,"B20","P",2015,"MOJ","A",85
51344,"B21","P",2015,"MOJ","A",78
51345,"B22","P",2015,"MOJ","A",65
51346,"B23","P",2015,"MOJ","A",54
51347,"B24","P",2015,"MOJ","A",47
51348,"B25","P",2015,"MOJ","A",48
51349,"B26","P",2015,"MOJ","A",82
51350,"B27","P",2015,"MOJ","A",87
51351,"B28","P",2015,"MOJ","A",70
51352,"B29","P",2015,"MOJ","A",79
51353,"B30","P",2015,"MOJ","A",83
51354,"B31","P",2015,"MOJ","A",68
51355,"B32","P",2015,"MOJ","A",77
51356,"B33","P",2015,"MOJ","A",90
51357,"B34","P",2015,"MOJ","A",67
51358,"B35","P",2015,"MOJ","A",61
51359,"B36","P",2015,"MOJ","A",68
51360,"B37","P",2015,"MOJ","A",34
51361,"B38","P",2015,"MOJ","A",35
51362,"B39","P",2015,"MOJ","A",25
51363,"B40","P",2015,"MOJ","A",49
51364,"B41","P",2015,"MOJ","A",60
51365,"B42","P",2015,"MOJ","A",50
51366,"B43","P",2015,"MOJ","A",40
51367,"B44","P",2015,"MOJ","A",43
51368,"B45","P",2015,"MOJ","A",32
51369,"B46","P",2015,"MOJ","A",27
51370,"B47","P",2015,"MOJ","A",60
51371,"B48","P",2015,"MOJ","A",38
51372,"B49","P",2015,"MOJ","A",42
51373,"B50","P",2015,"MOJ","A",61
51374,"B51","P",2015,"MOJ","A",49
51375,"B52","P",2015,"MOJ","A",44
51376,"B53","P",2015,"MOJ","A",44
51377,"B54","P",2015,"MOJ","A",42
51378,"B55","P",2015,"MOJ","A",51
51379,"B56","P",2015,"MOJ","A",64
51380,"B57","P",2015,"MOJ","A",43
51381,"B58","P",2015,"MOJ","A",90
51382,"B59","P",2015,"MOJ","A",72
51383,"B60","P",2015,"MOJ","A",70
51384,"B61","P",2015,"MOJ","A",71
51385,"B62","P",2015,"MOJ","A",75
51386,"B63","P",2015,"MOJ","A",71
51387,"B64","P",2015,"MOJ","A",45
51388,"B65","P",2015,"MOJ","A",75
51389,"B66","P",2015,"MOJ","A",54
51390,"B67","P",2015,"MOJ","A",76
51391,"B68","P",2015,"MOJ","A",45
51392,"B69","P",2015,"MOJ","A",41
51393,"B70","P",2015,"MOJ","A",64
51394,"D01","P",2015,"MOJ","A",96
51395,"D02","P",2015,"MOJ","A",75
51396,"D03","P",2015,"MOJ","A",71
51397,"E01","P",2015,"MOJ","A",9
51398,"E03","P",2015,"MOJ","A",9
51399,"W01","P",2015,"MOJ","A",68
51400,"W02","P",2015,"MOJ","A",73
51401,"W03","P",2015,"MOJ","A",64
51402,"W04","P",2015,"MOJ","A",49
51403,"EEI","P",2015,"CICA","A",54
51404,"MW","P",2015,"CICA","A",72
51405,"OP","P",2015,"CICA","A",85
51406,"LM","P",2015,"CICA","A",66
51407,"MT","P",2015,"CICA","A",80
51408,"LD","P",2015,"CICA","A",52
51409,"IF","P",2015,"CICA","A",72
51410,"RW","P",2015,"CICA","A",79
51411,"PB","P",2015,"CICA","A",14
51412,"LC","P",2015,"CICA","A",52
51413,"B01","P",2015,"CICA","A",91
51414,"B02","P",2015,"CICA","A",78
51415,"B03","P",2015,"CICA","A",76
51416,"B04","P",2015,"CICA","A",51
51417,"B05","P",2015,"CICA","A",64
51418,"B06","P",2015,"CICA","A",86
51419,"B07","P",2015,"CICA","A",84
51420,"B08","P",2015,"CICA","A",85
51421,"B09","P",2015,"CICA","A",64
51422,"B10","P",2015,"CICA","A",79
51423,"B11","P",2015,"CICA","A",75
51424,"B12","P",2015,"CICA","A",67
51425,"B13","P",2015,"CICA","A",69
51426,"B14","P",2015,"CICA","A",68
51427,"B15","P",2015,"CICA","A",67
51428,"B16","P",2015,"CICA","A",61
51429,"B17","P",2015,"CICA","A",62
51430,"B18","P",2015,"CICA","A",44
51431,"B19","P",2015,"CICA","A",85
51432,"B20","P",2015,"CICA","A",81
51433,"B21","P",2015,"CICA","A",73
51434,"B22","P",2015,"CICA","A",70
51435,"B23","P",2015,"CICA","A",60
51436,"B24","P",2015,"CICA","A",34
51437,"B25","P",2015,"CICA","A",46
51438,"B26","P",2015,"CICA","A",73
51439,"B27","P",2015,"CICA","A",79
51440,"B28","P",2015,"CICA","A",64
51441,"B29","P",2015,"CICA","A",72
51442,"B30","P",2015,"CICA","A",85
51443,"B31","P",2015,"CICA","A",74
51444,"B32","P",2015,"CICA","A",76
51445,"B33","P",2015,"CICA","A",91
51446,"B34","P",2015,"CICA","A",82
51447,"B35","P",2015,"CICA","A",70
51448,"B36","P",2015,"CICA","A",79
51449,"B37","P",2015,"CICA","A",13
51450,"B38","P",2015,"CICA","A",17
51451,"B39","P",2015,"CICA","A",11
51452,"B40","P",2015,"CICA","A",49
51453,"B41","P",2015,"CICA","A",73
51454,"B42","P",2015,"CICA","A",56
51455,"B43","P",2015,"CICA","A",56
51456,"B44","P",2015,"CICA","A",44
51457,"B45","P",2015,"CICA","A",44
51458,"B46","P",2015,"CICA","A",39
51459,"B47","P",2015,"CICA","A",60
51460,"B48","P",2015,"CICA","A",51
51461,"B49","P",2015,"CICA","A",44
51462,"B50","P",2015,"CICA","A",54
51463,"B51","P",2015,"CICA","A",36
51464,"B52","P",2015,"CICA","A",60
51465,"B53","P",2015,"CICA","A",48
51466,"B54","P",2015,"CICA","A",44
51467,"B55","P",2015,"CICA","A",54
51468,"B56","P",2015,"CICA","A",65
51469,"B57","P",2015,"CICA","A",50
51470,"B58","P",2015,"CICA","A",88
51471,"B59","P",2015,"CICA","A",64
51472,"B60","P",2015,"CICA","A",56
51473,"B61","P",2015,"CICA","A",77
51474,"B62","P",2015,"CICA","A",74
51475,"B63","P",2015,"CICA","A",63
51476,"B64","P",2015,"CICA","A",36
51477,"B65","P",2015,"CICA","A",65
51478,"B66","P",2015,"CICA","A",48
51479,"B67","P",2015,"CICA","A",60
51480,"B68","P",2015,"CICA","A",41
51481,"B69","P",2015,"CICA","A",39
51482,"B70","P",2015,"CICA","A",58
51483,"D01","P",2015,"CICA","A",89
51484,"D02","P",2015,"CICA","A",73
51485,"D03","P",2015,"CICA","A",73
51486,"E01","P",2015,"CICA","A",17
51487,"E03","P",2015,"CICA","A",16
51488,"W01","P",2015,"CICA","A",70
51489,"W02","P",2015,"CICA","A",75
51490,"W03","P",2015,"CICA","A",65
51491,"W04","P",2015,"CICA","A",56
51492,"EEI","P",2015,"HMCTS","A",51
51493,"MW","P",2015,"HMCTS","A",71
51494,"OP","P",2015,"HMCTS","A",79
51495,"LM","P",2015,"HMCTS","A",66
51496,"MT","P",2015,"HMCTS","A",82
51497,"LD","P",2015,"HMCTS","A",48
51498,"IF","P",2015,"HMCTS","A",73
51499,"RW","P",2015,"HMCTS","A",76
51500,"PB","P",2015,"HMCTS","A",19
51501,"LC","P",2015,"HMCTS","A",38
51502,"B01","P",2015,"HMCTS","A",87
51503,"B02","P",2015,"HMCTS","A",80
51504,"B03","P",2015,"HMCTS","A",74
51505,"B04","P",2015,"HMCTS","A",53
51506,"B05","P",2015,"HMCTS","A",63
51507,"B06","P",2015,"HMCTS","A",80
51508,"B07","P",2015,"HMCTS","A",78
51509,"B08","P",2015,"HMCTS","A",80
51510,"B09","P",2015,"HMCTS","A",67
51511,"B10","P",2015,"HMCTS","A",77
51512,"B11","P",2015,"HMCTS","A",78
51513,"B12","P",2015,"HMCTS","A",67
51514,"B13","P",2015,"HMCTS","A",68
51515,"B14","P",2015,"HMCTS","A",74
51516,"B15","P",2015,"HMCTS","A",66
51517,"B16","P",2015,"HMCTS","A",63
51518,"B17","P",2015,"HMCTS","A",61
51519,"B18","P",2015,"HMCTS","A",43
51520,"B19","P",2015,"HMCTS","A",84
51521,"B20","P",2015,"HMCTS","A",83
51522,"B21","P",2015,"HMCTS","A",79
51523,"B22","P",2015,"HMCTS","A",67
51524,"B23","P",2015,"HMCTS","A",50
51525,"B24","P",2015,"HMCTS","A",38
51526,"B25","P",2015,"HMCTS","A",36
51527,"B26","P",2015,"HMCTS","A",76
51528,"B27","P",2015,"HMCTS","A",83
51529,"B28","P",2015,"HMCTS","A",60
51530,"B29","P",2015,"HMCTS","A",72
51531,"B30","P",2015,"HMCTS","A",90
51532,"B31","P",2015,"HMCTS","A",73
51533,"B32","P",2015,"HMCTS","A",83
51534,"B33","P",2015,"HMCTS","A",88
51535,"B34","P",2015,"HMCTS","A",70
51536,"B35","P",2015,"HMCTS","A",59
51537,"B36","P",2015,"HMCTS","A",68
51538,"B37","P",2015,"HMCTS","A",15
51539,"B38","P",2015,"HMCTS","A",26
51540,"B39","P",2015,"HMCTS","A",14
51541,"B40","P",2015,"HMCTS","A",36
51542,"B41","P",2015,"HMCTS","A",49
51543,"B42","P",2015,"HMCTS","A",43
51544,"B43","P",2015,"HMCTS","A",42
51545,"B44","P",2015,"HMCTS","A",34
51546,"B45","P",2015,"HMCTS","A",29
51547,"B46","P",2015,"HMCTS","A",26
51548,"B47","P",2015,"HMCTS","A",51
51549,"B48","P",2015,"HMCTS","A",35
51550,"B49","P",2015,"HMCTS","A",38
51551,"B50","P",2015,"HMCTS","A",45
51552,"B51","P",2015,"HMCTS","A",31
51553,"B52","P",2015,"HMCTS","A",38
51554,"B53","P",2015,"HMCTS","A",37
51555,"B54","P",2015,"HMCTS","A",35
51556,"B55","P",2015,"HMCTS","A",41
51557,"B56","P",2015,"HMCTS","A",57
51558,"B57","P",2015,"HMCTS","A",42
51559,"B58","P",2015,"HMCTS","A",90
51560,"B59","P",2015,"HMCTS","A",71
51561,"B60","P",2015,"HMCTS","A",59
51562,"B61","P",2015,"HMCTS","A",53
51563,"B62","P",2015,"HMCTS","A",81
51564,"B63","P",2015,"HMCTS","A",68
51565,"B64","P",2015,"HMCTS","A",36
51566,"B65","P",2015,"HMCTS","A",69
51567,"B66","P",2015,"HMCTS","A",43
51568,"B67","P",2015,"HMCTS","A",66
51569,"B68","P",2015,"HMCTS","A",37
51570,"B69","P",2015,"HMCTS","A",37
51571,"B70","P",2015,"HMCTS","A",57
51572,"D01","P",2015,"HMCTS","A",92
51573,"D02","P",2015,"HMCTS","A",78
51574,"D03","P",2015,"HMCTS","A",67
51575,"E01","P",2015,"HMCTS","A",11
51576,"E03","P",2015,"HMCTS","A",10
51577,"W01","P",2015,"HMCTS","A",63
51578,"W02","P",2015,"HMCTS","A",70
51579,"W03","P",2015,"HMCTS","A",61
51580,"W04","P",2015,"HMCTS","A",49
51581,"EEI","P",2015,"HMPS","A",50
51582,"MW","P",2015,"HMPS","A",64
51583,"OP","P",2015,"HMPS","A",71
51584,"LM","P",2015,"HMPS","A",53
51585,"MT","P",2015,"HMPS","A",68
51586,"LD","P",2015,"HMPS","A",38
51587,"IF","P",2015,"HMPS","A",62
51588,"RW","P",2015,"HMPS","A",61
51589,"PB","P",2015,"HMPS","A",23
51590,"LC","P",2015,"HMPS","A",26
51591,"B01","P",2015,"HMPS","A",84
51592,"B02","P",2015,"HMPS","A",77
51593,"B03","P",2015,"HMPS","A",65
51594,"B04","P",2015,"HMPS","A",42
51595,"B05","P",2015,"HMPS","A",53
51596,"B06","P",2015,"HMPS","A",73
51597,"B07","P",2015,"HMPS","A",69
51598,"B08","P",2015,"HMPS","A",71
51599,"B09","P",2015,"HMPS","A",55
51600,"B10","P",2015,"HMPS","A",60
51601,"B11","P",2015,"HMPS","A",65
51602,"B12","P",2015,"HMPS","A",49
51603,"B13","P",2015,"HMPS","A",56
51604,"B14","P",2015,"HMPS","A",64
51605,"B15","P",2015,"HMPS","A",49
51606,"B16","P",2015,"HMPS","A",47
51607,"B17","P",2015,"HMPS","A",49
51608,"B18","P",2015,"HMPS","A",32
51609,"B19","P",2015,"HMPS","A",77
51610,"B20","P",2015,"HMPS","A",70
51611,"B21","P",2015,"HMPS","A",59
51612,"B22","P",2015,"HMPS","A",43
51613,"B23","P",2015,"HMPS","A",38
51614,"B24","P",2015,"HMPS","A",35
51615,"B25","P",2015,"HMPS","A",34
51616,"B26","P",2015,"HMPS","A",64
51617,"B27","P",2015,"HMPS","A",76
51618,"B28","P",2015,"HMPS","A",49
51619,"B29","P",2015,"HMPS","A",60
51620,"B30","P",2015,"HMPS","A",77
51621,"B31","P",2015,"HMPS","A",54
51622,"B32","P",2015,"HMPS","A",64
51623,"B33","P",2015,"HMPS","A",81
51624,"B34","P",2015,"HMPS","A",55
51625,"B35","P",2015,"HMPS","A",45
51626,"B36","P",2015,"HMPS","A",50
51627,"B37","P",2015,"HMPS","A",23
51628,"B38","P",2015,"HMPS","A",23
51629,"B39","P",2015,"HMPS","A",22
51630,"B40","P",2015,"HMPS","A",27
51631,"B41","P",2015,"HMPS","A",35
51632,"B42","P",2015,"HMPS","A",36
51633,"B43","P",2015,"HMPS","A",27
51634,"B44","P",2015,"HMPS","A",25
51635,"B45","P",2015,"HMPS","A",20
51636,"B46","P",2015,"HMPS","A",14
51637,"B47","P",2015,"HMPS","A",36
51638,"B48","P",2015,"HMPS","A",20
51639,"B49","P",2015,"HMPS","A",24
51640,"B50","P",2015,"HMPS","A",51
51641,"B51","P",2015,"HMPS","A",28
51642,"B52","P",2015,"HMPS","A",45
51643,"B53","P",2015,"HMPS","A",34
51644,"B54","P",2015,"HMPS","A",30
51645,"B55","P",2015,"HMPS","A",21
51646,"B56","P",2015,"HMPS","A",33
51647,"B57","P",2015,"HMPS","A",22
51648,"B58","P",2015,"HMPS","A",82
51649,"B59","P",2015,"HMPS","A",53
51650,"B60","P",2015,"HMPS","A",47
51651,"B61","P",2015,"HMPS","A",48
51652,"B62","P",2015,"HMPS","A",78
51653,"B63","P",2015,"HMPS","A",52
51654,"B64","P",2015,"HMPS","A",27
51655,"B65","P",2015,"HMPS","A",55
51656,"B66","P",2015,"HMPS","A",31
51657,"B67","P",2015,"HMPS","A",54
51658,"B68","P",2015,"HMPS","A",27
51659,"B69","P",2015,"HMPS","A",25
51660,"B70","P",2015,"HMPS","A",43
51661,"D01","P",2015,"HMPS","A",79
51662,"D02","P",2015,"HMPS","A",68
51663,"D03","P",2015,"HMPS","A",51
51664,"E01","P",2015,"HMPS","A",18
51665,"E03","P",2015,"HMPS","A",16
51666,"W01","P",2015,"HMPS","A",59
51667,"W02","P",2015,"HMPS","A",66
51668,"W03","P",2015,"HMPS","A",59
51669,"W04","P",2015,"HMPS","A",50
51670,"EEI","P",2015,"LAA","A",66
51671,"MW","P",2015,"LAA","A",77
51672,"OP","P",2015,"LAA","A",90
51673,"LM","P",2015,"LAA","A",74
51674,"MT","P",2015,"LAA","A",87
51675,"LD","P",2015,"LAA","A",61
51676,"IF","P",2015,"LAA","A",83
